Compounds	AMI1	AMI2	AMI3	AMI4	AMI5	AMI6	AMI7	AMI8	AMI9	AMI10	AMI11	AMI12	AMI13	AMI14	AMI15	AMI16	AMI17	AMI18	AMI19	AMI20	AMI21	AMI22	AMI23	AMI24	AMI25	CON1	CON2	CON3	CON4	CON5	CON6	CON7	CON8	CON9	CON10	CON11	CON12	CON13	CON14	CON15	CON16	CON17	CON18	CON19	CON20	CON21	CON22	CON23	CON24	CON25	CON26	CON27	CON28	CON29	CON30	CON31	CON32	CON33	CON34	CON35	CON36	CON37	CON38	CON39	CON40	CON41	CON42	CON43	CON44
Prostaglandin D3	1864.83	1582.85	2685.91	2471.84	3689.05	1954.62	2937.21	1840.15	6943.09	2376.19	13214.83	2409.27	2380.88	3729.98	20925.02	3618.49	1628.6	1928.99	1999.17	1424.92	1596.17	1919.66	4432.14	2269.58	5103.22	3273.16	2948.39	2773.5	3156.01	3022.07	5481.56	1980.6	1770.91	3338.68	2206.89	2747.51	3043.73	2300.27	2647.76	4117.94	1640.18	1939.32	1422.51	2725.01	2963.96	2606.94	2206.82	1634.28	2215.96	7899.12	2489.63	3043.75	2981.77	3012.35	6843.42	2525.05	3892.48	6755.24	2601.92	2656.74	3049.71	2188.66	2159.82	1703.97	1961.27	1713.35	3131.29	2402.39	2430.79
13,14-Dihydro-15-keto-PGE2	1525.97	899.14	1511.86	498.12	2691.53	1271.48	2785.92	686.3	3287.86	2020.66	1345.5	804.45	6170.77	779.46	4294.26	2020.77	2054.26	12735.45	3195.01	1322.24	1045.86	3917.32	1569.9	3092.32	2770.52	1560.55	1422.08	2041.81	1435.15	1553.7	691.62	1644.52	1193.64	965.8	8414.52	1391.48	2069.16	943.49	791.73	3218.49	656.75	589.26	632.67	3811.68	9971.17	2485.87	3200.17	2605.62	430.58	1120.68	800.01	837.4	1537.88	2109.04	1507.82	937.28	10569.16	1762.03	1970.44	2843.21	2839.49	1358.77	430.74	1035.2	1115.29	955.92	2006.36	1135.1	848.2
N-Acetyl-DL-methionine	3364.74	2730.53	2989.78	1838.84	3026.84	3740.13	2377.77	3147.01	2757.27	2495.49	2447.96	1767.98	2754.46	1463.53	2530.81	2452.99	3279.84	2017.71	2969.11	3264.08	2373.33	3789.57	1794.73	1690.8	3086.61	2826.88	2493.96	2207.58	3518.23	1831.04	2366.93	1897.94	3258.6	545.93	3144.09	4069.71	2192.99	1893.83	2608.86	3905.87	3558.76	2687.37	6053.85	1843.4	5086.36	2521.76	1452.82	2802.48	1774.88	1595.86	1790.59	2031.09	4448.4	692.43	3101.3	1972.36	3288.83	7532.67	4246.06	1281.48	3094.09	4050.95	2755.26	2139.74	1681.37	1926.82	1773.39	2721.36	3166.26
alpha-Hydroxyisobutyric acid	184126.28	77441.8	80107.35	163511.2	217091.0	158061.93	260627.19	70146.75	336097.77	88707.16	205990.33	133827.69	275189.67	89678.96	94863.36	148564.11	200839.7	186797.4	146031.27	79989.18	163737.76	126050.37	128522.18	109808.52	135986.25	153191.18	82258.89	85279.35	84636.03	429481.26	178231.15	78786.1	94933.84	127887.93	147199.55	80178.32	235332.99	132851.74	72747.59	54206.98	148584.1	64444.32	143948.2	217769.06	142105.15	248061.61	82353.97	86809.48	44496.82	45641.16	43289.92	39086.66	56181.11	72292.16	101395.94	79761.1	42011.91	45429.18	50103.36	40999.09	39639.15	48020.99	61805.83	60428.45	60821.81	111222.68	56094.15	90861.74	219636.4
α-Ketoglutaric Acid (α-KG)	3193.27	2685.45	1289.35	5586.02	4210.96	3482.2	8408.42	3071.85	3491.77	3687.16	17388.08	7187.32	7043.35	13563.32	3138.13	2907.73	8868.53	12088.43	1790.34	1196.29	3020.07	6073.45	6629.15	3446.59	4394.66	5385.87	2885.93	4592.28	3775.73	3547.5	2150.91	3701.69	3438.91	3865.01	4028.62	3412.27	2056.23	3503.04	4680.54	2246.0	2614.7	1718.15	2096.94	1558.58	3370.08	3151.79	3550.25	3076.6	2331.25	2347.42	2236.89	2800.89	1437.54	6234.45	1741.9	4105.21	1958.16	2338.16	1568.85	3656.41	2050.25	1703.82	2974.01	3951.39	2936.02	4257.41	3346.93	2707.07	1992.04
FFA(19:1)	29638.71	10246.16	11180.46	8498.25	26577.37	8543.01	10139.7	19412.8	4693.53	9252.28	7199.12	21070.54	21773.94	31670.28	9100.49	14510.25	15977.31	14083.11	11296.65	15982.82	15795.99	13070.0	4832.2	10817.08	10382.94	9057.99	16386.07	39277.79	8853.95	16318.47	20541.32	13413.79	15423.74	3274.44	5299.9	19934.52	7294.89	23054.89	24743.13	14890.57	13778.85	15272.22	15260.57	31692.93	23378.02	13872.17	11146.56	13030.49	3610.02	2627.6	8601.62	10979.18	2274.88	4049.22	5629.37	3806.89	3980.72	5595.44	9605.81	8484.6	7252.15	3688.77	1284.75	21712.22	2417.66	618.45	5576.5	3469.34	6142.55
11-deoxy PGE1	6870.51	5667.21	7572.59	9867.91	9825.68	3986.47	8911.59	3411.8	20345.46	5316.79	6105.6	7603.45	6963.44	15758.59	22521.16	8436.02	4237.17	4511.89	9430.94	18515.35	6841.03	4536.78	4445.83	3275.99	18414.03	19288.45	16237.81	8240.23	9743.16	15643.02	26974.85	6597.57	8190.42	12954.21	18936.92	8785.17	12837.47	18816.92	7068.45	22933.34	7434.85	7491.12	14515.27	12815.04	19395.09	10403.95	9770.67	5902.44	9042.21	9617.72	14444.5	7969.14	18852.89	14050.71	8980.11	8382.96	6678.54	39991.5	15708.79	11270.28	20732.88	11277.35	10214.61	7183.64	8531.79	7166.61	6439.55	4130.27	9910.93
L-Iditol	7049.55	8038.27	6508.09	3585.0	10998.85	8419.09	5358.03	4074.33	3677.76	6056.05	7624.99	9900.72	4972.38	4268.13	7813.8	6742.37	8710.31	7751.24	8335.57	5147.73	7967.89	4197.69	5160.95	4296.32	8640.41	3707.82	2721.53	3918.96	2721.14	3388.52	4428.55	3267.28	3925.3	4617.7	3602.17	4129.64	4755.74	3581.33	3087.51	2565.62	2340.25	5040.83	2454.94	3899.98	2496.94	5695.55	5487.64	8021.71	5090.91	4359.46	5503.87	4747.19	690.98	3651.12	4814.19	7520.96	4863.83	2866.95	5183.16	6034.67	2745.54	4665.1	5500.63	4631.47	3846.68	4316.54	3938.65	8081.73	6091.92
3,5-Di-tert-butyl-4-hydroxybenzyl alcohol	52855.09	53723.83	57871.51	72917.57	71868.98	72593.05	61904.24	77999.83	71498.26	61492.42	59543.69	70274.19	74450.21	84366.5	73113.2	73211.11	73625.83	48185.76	66088.49	65049.78	70663.33	66385.62	44934.34	66784.24	69631.61	59789.47	63865.29	67703.09	61632.75	61286.89	64692.31	70026.11	63821.7	36743.85	48160.79	59710.31	59272.27	68239.09	102454.12	61078.21	56823.32	63564.53	68570.24	59315.81	64835.39	60213.66	62252.8	53153.98	59909.42	58541.09	69371.62	59339.36	60112.6	72156.99	63410.71	62955.76	64660.74	61553.53	68507.85	65794.52	62421.54	64603.16	65381.55	58412.88	97738.17	60079.89	73733.59	61832.13	62752.34
4-Methylvaleric Acid	14448.66	10440.46	8910.43	12422.23	10603.24	15632.92	9210.26	10384.8	11911.48	8513.48	11214.38	10127.46	14072.18	8754.42	9074.67	8084.3	14652.72	15412.4	10011.33	10742.51	9646.85	9374.78	11860.79	12721.88	8544.28	9579.84	14107.81	15939.59	11567.42	14846.61	12271.61	7918.95	10295.42	12728.89	12071.56	12156.54	13182.35	10894.0	11464.2	9457.39	10488.22	8494.97	12871.37	9517.2	9329.63	11952.42	13695.92	10339.14	9323.02	43280.07	10645.15	11558.5	11577.66	17661.75	10257.01	12603.71	9262.0	13011.72	15596.07	41646.45	10426.55	46830.86	10132.16	10701.43	13653.19	11538.53	8827.99	16589.28	14910.43
N-Acetyl-L-tryptophanamide	7830.65	3501.01	4995.82	2501.07	3091.95	3906.91	2449.16	4203.21	4066.07	3134.97	3399.68	3952.79	3587.8	4963.95	2482.89	2625.89	5294.09	3225.47	3208.14	3631.22	6080.28	5181.36	2107.65	1231.2	4688.92	1990.5	1203.59	1827.83	2528.26	3395.55	2299.15	2004.7	2085.61	3163.17	2447.31	2302.61	3318.69	2715.32	2310.64	2156.85	2491.81	3029.74	1750.76	2387.39	2583.48	3175.42	2931.79	5569.97	3601.33	3636.56	2411.94	1875.8	3358.38	2588.25	2495.71	3345.21	4922.22	2467.66	3476.19	2159.57	2454.16	3298.46	4204.35	4256.25	2108.14	5269.89	4180.14	3212.61	2029.75
(±)13-HpODE	86925.69	29691.86	57249.22	96576.5	166216.01	75750.53	97368.42	69616.79	165462.75	32936.08	43213.33	91647.95	50099.62	36554.62	138377.25	49623.38	70648.01	55454.66	148254.13	63984.08	69008.26	47748.68	60281.9	78413.66	85719.3	149781.06	56898.78	72243.42	45806.24	192523.64	113466.83	110398.76	137714.22	36082.73	40362.58	70827.94	73442.75	79410.19	72024.73	253335.36	94279.51	47846.31	159851.51	154158.29	120138.31	112438.44	64150.69	38094.55	68516.28	72540.97	96603.06	70879.42	54663.92	149164.95	209399.23	70194.09	131164.5	175248.02	216207.62	124165.97	137058.58	123169.37	71509.64	87997.17	135182.12	66467.88	61742.94	148871.82	142675.22
9(S),12(S),13(S)-TriHOME	13558.94	12725.98	18516.68	31921.55	32512.25	13319.87	14551.87	10436.85	10354.01	9411.92	12308.24	9977.7	19215.62	9965.95	38031.16	25149.19	9290.61	13496.83	11270.52	8641.3	14043.2	7768.15	11654.59	9180.75	16294.17	10228.65	12113.09	12144.74	8612.56	15538.19	19074.03	15472.63	14219.56	14661.17	9010.71	16159.51	14274.7	17791.42	12460.98	12581.83	13919.97	30832.27	12604.44	19954.7	11836.9	22331.07	16955.95	19254.94	10424.1	17589.28	9875.09	18348.28	12592.54	20709.32	19669.08	39220.52	12517.49	26010.69	15517.72	27042.6	17444.25	34281.35	23097.22	26771.84	25153.71	25217.74	25437.9	72385.72	21791.71
Ursodeoxycholic acid	1050.27	677.04	7798.69	694.22	960.26	65686.73	5238.99	1310.22	466.83	1990.66	724.26	1379.49	445.51	694.53	1859.93	5075.07	2420.74	860.7	17728.99	6273.86	5703.84	2017.99	15101.39	6244.66	4002.78	999.69	1074.14	12815.78	26470.14	430.87	12044.28	3382.62	15005.91	2808.16	325.67	14187.24	7488.64	1728.25	4785.15	5795.54	8461.07	302.58	1146.1	7462.32	2075.69	1845.83	1837.2	5887.6	18290.12	1239.67	7770.7	5374.09	487.32	8512.48	1232.49	27842.2	383.39	308.2	2899.73	1282.2	35570.94	7822.98	1723.85	6457.83	541.53	607.99	449.48	393.17	6002.08
2,3-dinor-8-iso Prostaglandin F2α	5965.15	6866.3	8446.0	6629.18	8640.47	6123.04	8447.44	7749.95	5273.85	6868.47	6353.32	6658.05	5966.57	7504.85	5964.52	6830.02	7372.4	6857.79	7597.77	6524.06	7286.12	4938.06	6215.57	5773.11	8008.9	16870.42	9004.5	8746.26	6629.68	7112.85	6269.19	6505.12	7906.77	7393.57	7778.42	5582.83	10745.05	9094.91	6553.44	4332.71	7216.12	6296.65	9834.96	8276.8	9793.29	6566.09	5777.39	8551.27	8401.64	9871.06	9209.83	5752.7	6882.14	6783.8	9642.32	8621.97	6196.89	3378.86	4114.26	5862.42	5125.95	7989.1	6948.24	9698.19	10357.95	6291.81	7100.17	6702.77	8901.91
L-Theanine	470.22	457.07	346.23	390.82	414.5	395.34	241.79	503.0	428.14	384.62	425.27	502.74	424.57	397.77	405.65	315.42	532.06	384.59	447.37	256.44	381.86	323.03	292.99	292.14	304.33	330.29	338.47	277.92	233.42	363.84	264.99	399.89	322.51	324.18	219.17	303.17	586.6	304.83	275.92	376.26	218.64	307.16	233.07	302.79	216.25	421.42	231.45	297.32	214.32	390.08	297.34	272.16	434.03	314.58	353.44	348.76	508.64	498.29	503.17	498.56	475.11	319.31	536.62	247.99	324.87	367.61	223.17	259.04	330.54
Erythrose	7160.53	4479.3	7253.63	2838.24	12387.26	4759.97	8124.16	3101.04	6382.72	4577.62	6927.15	9383.57	11349.57	1962.88	5472.67	4160.99	6281.99	7207.82	6460.86	4369.72	9435.37	4280.83	5641.89	6990.32	3815.77	6082.43	3139.87	3712.62	4090.72	5716.9	6361.76	1515.11	5024.92	6902.22	4639.49	4824.51	8797.53	3507.19	3276.81	2751.43	3335.56	2142.46	4313.61	3807.8	5648.61	6904.76	1899.93	2117.87	2013.46	1843.65	2901.07	2048.09	1369.98	4559.48	3692.88	2727.84	2102.83	5445.76	1339.52	3140.89	2043.25	3977.4	2399.79	2424.6	2972.28	3966.33	4831.26	1825.81	4555.84
Nordeoxycholic acid	5529.9	2976.37	11227.44	8092.66	9240.73	6032.33	6523.11	3610.25	22528.63	7798.38	7329.39	3882.59	5575.76	15517.86	14659.33	9704.95	2343.46	3265.28	7830.64	6377.54	5693.47	6082.2	6227.24	6010.92	18594.12	12666.12	4764.86	4224.99	12004.15	9964.89	15767.7	5595.9	5923.03	5415.61	4788.29	4228.05	12206.31	10243.48	8457.24	20395.19	8506.23	5180.87	6302.67	11334.64	10770.17	15175.4	15178.86	5203.57	7706.26	6607.49	12307.92	7460.97	7016.64	4362.74	11869.0	4444.06	4457.3	16791.13	12849.92	13114.93	8110.84	10131.65	5223.81	9829.39	6770.91	4933.05	8789.3	8474.59	8748.17
5-Hydroxyindoleacetic acid	9219.94	9127.26	9774.11	7879.47	15037.01	13815.4	9171.44	8762.58	7629.48	9071.32	10383.44	13422.61	9551.27	8731.94	14015.22	8874.82	11249.34	8658.95	9564.33	7546.8	12536.53	7884.26	7570.72	8585.38	8826.72	12626.78	10616.53	11693.19	7891.71	6914.32	9985.35	7193.89	13207.53	10371.34	11401.56	11571.65	10034.78	9151.52	9958.65	12116.38	12060.67	10351.73	14603.64	8381.54	12194.9	13180.73	7756.22	11637.54	10793.75	9601.63	13169.81	9927.05	8082.47	10700.19	14138.71	13362.28	12710.47	13044.5	5547.42	12215.99	10543.6	17173.16	15315.18	12368.09	9542.63	15425.88	11012.36	12588.31	14800.83
prostaglandin J2	24674.43	11477.17	14725.08	26847.57	27778.7	11928.55	22176.01	4981.87	15509.24	11189.04	11568.37	15191.54	9547.21	12234.71	39325.69	19385.23	12358.69	9902.02	26004.24	14654.69	12872.34	18113.86	12478.32	13367.58	10982.46	30067.26	6408.31	16417.51	13534.9	29885.25	17672.0	8511.54	9311.62	5126.78	14095.8	17874.11	9352.19	14880.01	17616.99	27301.94	14075.59	3519.71	22673.6	16096.49	11517.8	22841.8	15314.67	5810.33	7853.78	16183.25	9021.88	21787.53	17327.64	8409.15	23886.4	17396.5	8486.83	11357.52	16649.42	8272.36	20985.34	16455.61	6054.74	17849.01	20049.72	18810.89	7807.52	23444.85	20889.68
Prostaglandin K1	6918.21	4201.22	8918.37	9235.33	16682.72	6863.07	5770.16	5309.61	13821.74	5143.48	6413.31	6709.67	5186.16	9653.14	13550.24	5839.92	4458.12	7144.57	6097.78	23938.83	6440.37	5490.6	8563.9	4166.87	26074.58	18680.4	6235.15	8818.31	11703.28	6495.46	9054.22	4661.27	8103.73	6532.34	4958.49	7731.67	7254.56	11022.18	16376.86	10124.49	7765.31	6604.01	6272.69	6257.39	7180.01	8791.06	5857.0	5260.31	4314.6	3502.25	8676.94	7648.57	7895.22	11427.44	8208.89	23337.36	8010.84	15144.6	20293.23	9619.03	7254.38	6634.76	3749.96	18600.85	7096.1	18993.18	9011.4	4322.62	12434.7
cis,cis-Muconic acid	815613.12	742070.81	684838.59	713459.48	769602.01	778423.15	696814.58	677389.53	703973.81	766473.23	721833.87	722332.29	753523.19	302667.92	770504.35	627819.66	804886.5	774040.89	772305.91	735623.74	741023.13	464655.04	732603.61	716991.34	740886.42	483825.44	583521.34	739250.56	804615.54	722324.73	693452.4	491990.27	696617.3	733822.8	696505.4	670616.23	698040.44	744641.41	419675.38	456076.57	573173.36	751772.83	753391.87	578056.68	608367.36	544281.27	669605.27	780390.95	674520.33	782632.2	744064.8	551141.43	744751.3	742091.63	769721.54	666289.23	740270.38	734263.88	745566.52	731114.5	514724.15	693792.09	643920.3	643743.45	905827.32	612428.77	709513.36	647283.27	723941.19
4-oxo-1H-1,10-phenanthroline-3-carboxylic acid	856.59	10672.32	5175.74	922.75	10196.09	6097.23	7439.54	6469.31	2904.32	7066.02	4187.54	3854.34	7928.27	2168.46	4208.79	9616.75	3681.04	2810.01	8465.21	3794.69	3284.99	2324.29	32741.44	2096.33	3269.69	8123.68	464.35	3507.0	4667.49	8621.3	389.13	8885.98	2415.89	5368.36	4852.09	6764.77	7300.69	4527.56	12386.97	86871.78	3907.94	4914.41	4943.75	4114.87	4317.93	14863.91	3570.67	547.45	14776.23	756.55	36942.73	491.75	6861.64	4871.56	6221.99	27453.63	3977.09	10039.24	2088.45	83638.6	50375.29	9059.01	3743.25	12550.46	2381.22	18047.64	3466.63	7201.92	7870.23
Glu-Phe	27646.75	24152.62	26670.56	23653.85	42974.82	30442.4	30879.38	22627.98	23276.38	19478.93	35735.81	32311.26	31988.59	46883.77	44887.7	25077.84	36043.82	24810.23	30505.38	20411.01	30983.92	63292.54	67043.0	29769.08	27807.2	47635.69	27710.01	22745.58	19142.51	17660.0	30984.61	26677.49	46091.51	19898.62	25748.45	17907.35	25562.84	14487.76	35821.23	30533.94	26096.51	16297.43	33137.67	29215.87	26350.09	34239.67	23174.03	29604.65	15347.17	26042.53	21279.44	23154.24	19075.93	24303.61	28210.8	22086.53	24526.11	28525.88	19897.63	31543.42	30896.35	40401.1	37827.17	25027.69	18459.81	36127.39	22023.68	30038.4	33854.68
N-Acetyl-L-alanine	1477.47	2262.61	1580.91	995.87	3503.64	1453.1	1220.0	2171.17	1707.87	1059.26	1969.46	1134.84	1095.3	1169.39	1323.41	794.38	1788.55	1398.3	1814.06	935.58	1300.44	1991.08	1690.43	567.65	1749.53	2134.63	1123.18	1870.16	763.3	1062.79	1806.56	864.15	1242.84	564.58	2000.26	1771.44	1093.4	1169.47	1557.68	1946.86	1898.82	1379.96	3477.34	1175.07	3490.59	1305.29	1289.45	654.8	719.15	828.82	843.9	706.01	930.87	1368.59	1139.08	680.51	1372.51	3401.04	757.11	1049.31	1311.56	1871.77	1267.01	870.1	543.02	1588.31	1691.09	863.81	1169.73
Medicagenic acid	1353.56	417.33	403.13	393.58	2020.74	2129.14	1216.04	1112.83	1621.78	4319.21	702.45	6703.87	707.33	1897.33	707.21	557.87	1718.53	490.56	1531.67	469.37	2385.86	453.84	10605.1	691.81	3804.48	1099.5	832.81	489.53	1468.1	7239.59	2059.93	637.69	490.63	1305.67	3534.86	353.21	1755.21	1637.28	462.31	4661.98	3484.44	3216.7	3618.72	490.25	2508.22	1806.99	549.48	1014.52	7245.87	1332.4	422.91	2247.42	1430.34	822.21	648.25	495.35	1210.18	1418.83	1572.78	4059.05	1216.16	1462.75	1840.8	411.96	656.11	566.0	564.84	2389.25	2814.27
Flavin mononucleotide	7028.37	8368.99	7875.49	16332.67	23189.08	1508.84	3823.48	5819.23	6617.84	15502.32	8443.06	10079.27	7108.96	3003.42	7344.83	9011.58	2570.67	12178.01	7293.63	6450.84	7642.56	5710.94	2133.56	7264.5	7861.22	108225.0	3215.6	3841.79	13686.37	4204.4	7129.71	5908.25	7568.84	7013.98	1463.66	6883.96	5418.5	7324.98	4474.22	6486.11	8792.3	7569.73	3246.8	4997.73	4860.24	7154.65	6386.75	5453.34	10038.78	1483.87	6615.33	6265.75	6996.55	7857.14	10919.83	4567.58	5774.78	8734.31	5822.87	8805.17	7469.86	8533.26	7987.62	5006.29	4685.47	5729.66	5176.56	5197.96	4381.54
Prostaglandin A1 ethyl ester	3294.87	5024.6	6487.74	6614.78	6936.51	3856.1	3999.12	2078.86	7708.99	6971.6	6306.88	8917.32	3108.06	24771.86	13918.76	7878.02	4314.76	2696.81	4414.66	9042.24	4390.05	3927.02	10231.57	5436.06	9947.83	5069.57	7676.72	1558.04	7715.95	7143.82	15098.0	4939.8	3781.62	3893.19	6617.04	5495.38	5325.62	18434.04	7008.44	13812.2	5936.72	6049.83	6573.84	19488.42	11541.31	7216.86	7544.09	4631.26	5419.2	4353.53	13569.9	5626.84	7224.09	8637.5	10419.12	7638.88	5569.88	15563.96	8291.28	10713.8	9845.01	8708.94	7803.68	6788.04	7880.34	5771.63	8029.54	1471.92	11611.67
Indoxyl sulfate	546422.14	453187.7	457063.51	439630.48	2991649.63	503548.71	568855.26	434472.44	950935.18	251898.81	277411.71	634427.28	341860.6	709022.92	1294348.68	212993.99	316734.62	538942.54	587364.8	1154845.32	61727.55	1151165.82	258925.95	235765.22	815141.75	1856543.84	770344.4	687349.48	410723.11	661065.95	154528.08	654328.32	562426.35	193811.06	1038301.57	744798.29	333246.76	958396.31	704691.86	1424189.26	194765.75	476426.98	2039066.14	623324.26	1470641.12	962294.97	632293.03	684948.26	389060.89	263550.47	434968.34	236980.32	621358.76	210241.04	481292.64	387274.8	360984.52	390518.97	576168.82	892607.43	515347.73	555427.42	1348770.62	208309.1	741625.83	812411.62	720947.34	593310.18	390517.67
Aminohippuric acid	555.78	694.67	623.58	792.74	2581.93	885.83	1341.69	607.87	1082.15	485.22	983.04	1144.31	552.12	494.74	1307.64	1033.19	542.86	1220.9	568.34	1218.63	461.01	482.97	1242.25	866.74	491.87	2101.66	1431.87	536.68	1036.71	729.36	737.2	585.66	852.13	920.81	472.73	715.86	961.8	499.99	1315.0	934.92	1271.46	915.32	1205.96	620.23	526.42	1441.75	498.66	915.83	686.06	795.8	724.63	747.34	814.18	808.03	1269.49	566.49	488.7	1293.72	811.44	1199.87	779.69	1138.15	771.12	777.88	879.78	545.94	520.7	1205.58	2037.97
Tauroursodeoxycholic acid	55629.81	10052.36	47008.37	41600.68	19675.63	10244.36	9139.39	9801.31	31547.74	39398.22	6702.0	14470.7	8931.17	12510.62	21894.84	5337.51	22047.91	32416.64	18453.08	6291.0	19674.92	22220.59	16350.16	14077.42	11873.73	49481.9	9247.24	22241.38	1183.15	27511.04	3977.91	10769.99	28289.57	61626.81	7545.5	2015.69	5366.76	1945.93	4185.48	18349.88	12424.61	20764.42	9576.31	169762.97	108331.29	69559.1	4838.76	32389.96	4268.9	10059.11	5676.07	12433.93	29943.27	114908.47	69821.89	14098.6	58262.92	52902.28	28082.35	156807.27	9751.31	43682.61	42878.85	19459.84	39875.63	75728.04	31275.27	143787.55	20022.89
Gemfibrozil	7112.36	4846.64	3306.7	3008.29	5763.72	6214.56	8896.67	5176.8	7832.54	3232.57	3125.98	3061.44	4723.29	12165.85	3549.29	5864.82	4791.07	3256.56	8756.88	7871.49	2864.24	2935.96	5326.02	8928.87	4742.57	3152.45	3291.78	4123.88	2328.23	16702.94	29037.1	19855.89	3552.17	3181.71	5978.93	7289.06	13567.97	16636.0	15191.22	18103.35	15586.14	15283.8	19412.41	2805.31	3615.62	3136.76	3241.96	3120.87	3518.9	4881.56	3164.48	3570.7	19230.74	15647.73	15341.68	6541.81	22172.64	16232.47	22776.23	15394.05	26802.51	16631.67	13789.37	4034.6	10273.6	6287.21	3418.2	6373.4	3130.03
(±)8(9)-DiHET	1416.34	1296.74	2531.68	2195.78	3052.96	1731.63	973.25	1586.59	5418.76	1423.85	1823.07	4422.17	805.61	4465.15	8331.39	3845.22	2420.49	1106.1	1027.36	1758.75	2736.28	1705.29	2321.99	1200.76	4613.75	9899.38	6078.8	2311.41	4905.82	2676.33	4620.51	4096.8	3016.87	2641.54	2481.5	2569.56	6667.41	11605.54	6356.53	16003.88	3347.93	3736.02	3044.75	2514.48	3585.22	8926.9	4439.53	1758.13	4798.46	802.94	4497.03	5516.87	2201.47	4175.73	5419.75	2960.62	4640.68	7732.56	4808.35	4211.9	8790.58	4042.3	5737.98	2646.77	2199.71	1869.1	4001.76	3522.38	3286.33
11-trans-LTD4	2339.73	2375.19	16072.5	1971.0	5548.46	4469.65	665.57	5253.16	12673.24	1918.59	4451.85	2720.83	6638.18	2730.69	4965.31	2041.57	1706.55	2067.63	2369.77	2895.6	3149.2	3201.14	5035.52	2553.22	4214.24	8108.29	5424.48	959.08	5934.75	3959.52	3954.22	5985.71	4767.17	1983.93	3806.85	1479.37	2469.17	5268.98	1612.37	13385.18	4149.64	3493.04	4847.93	3541.71	5977.22	16308.41	3719.21	10945.1	3698.83	7025.42	3493.04	2518.39	2629.76	9300.4	4125.25	1263.71	2837.06	4551.26	4022.49	6618.6	4345.77	4279.53	2559.68	1230.9	1730.82	2059.57	2198.64	2386.64	5564.87
Zeranol	13498.79	12383.94	16302.9	12285.77	11906.31	13945.65	15388.49	9093.76	22200.51	9468.1	20646.34	11074.63	12794.31	19722.56	34860.36	12693.66	9663.54	11927.68	12505.95	3417.69	24680.41	13724.95	20504.78	5389.62	24101.47	20131.43	18933.24	13418.86	14308.82	14552.06	22558.03	6087.77	17251.58	10590.23	26106.69	9627.7	11969.73	9572.19	15789.98	14992.56	11984.88	8158.85	16768.38	9803.78	20499.89	27090.77	7723.88	10593.92	6630.25	11971.73	8669.65	14289.18	11072.6	13839.03	22804.89	7460.19	10666.46	18213.9	17376.39	20300.93	14784.14	14788.31	9118.49	19158.43	25477.75	10633.76	10529.23	14236.16	20307.17
(±)5(6)-DiHETE	5287.21	2620.45	4809.06	6485.05	6914.6	4603.1	4866.87	2609.22	9613.69	2138.94	4019.72	5766.22	3336.28	7565.87	17554.36	4700.13	14618.99	4365.6	5184.39	6345.05	7313.14	3318.61	4471.64	1266.53	7344.13	9023.14	5641.12	4166.11	15511.68	6624.29	8794.17	3480.62	4445.37	2644.06	3341.82	6118.09	6350.92	15822.24	10833.66	24947.73	9846.96	6846.9	5132.93	8630.5	6624.09	6689.9	5677.96	2946.1	2644.82	2505.66	5310.64	6240.37	5141.64	6501.05	8441.25	20870.65	6914.11	25561.82	7940.69	5381.86	6421.43	4347.9	7114.79	8347.38	7371.1	3985.36	5845.0	3805.5	6543.39
Phthalic acid	1456.18	2361.53	2018.95	10830.91	2735.54	1926.89	2296.65	2041.93	3101.58	2502.88	2746.88	2262.77	2537.37	9131.88	2380.34	4660.65	2112.39	1990.67	3314.43	1547.93	2154.11	5222.37	4321.44	1378.7	1778.26	9245.87	6041.39	3502.37	2178.98	2376.86	4039.63	7688.84	2911.02	2737.48	3356.91	3040.74	4418.45	4960.17	9856.04	10256.72	3373.51	2690.13	6992.42	4917.19	5094.74	4544.89	3327.54	3291.9	1631.46	2858.69	4584.12	6684.46	3852.07	6135.58	2295.23	3253.79	3144.84	2929.27	2098.44	5003.58	4746.62	4773.2	5951.63	3317.76	2904.55	3510.09	2646.72	7611.41	6089.32
Methy Indole-3-Acetate	4279.5	2602.76	7960.3	779.2	8805.78	8515.07	6283.1	2794.05	11354.23	6283.35	5862.57	4875.7	7017.99	6452.38	2835.48	10067.72	3768.29	7053.27	8414.73	6291.35	4754.22	2681.36	3148.92	4090.71	8037.63	7541.0	4727.89	4975.94	2463.82	5383.99	11665.55	9400.17	2072.99	9433.18	3092.18	1259.56	3695.47	7473.89	13027.1	3415.12	6735.03	7736.97	5031.35	1131.28	8234.21	8038.22	6711.47	6523.55	6851.01	2183.03	6325.65	2337.48	7525.62	7351.81	8422.46	4747.08	7961.89	8101.76	3366.36	3429.74	11766.69	22313.53	16213.73	2391.02	7533.27	13067.37	5098.2	5648.17	9750.6
